# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct 28 09:15:11 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_orblpererr1: Argument of Periastron Upper Unc. [deg]
# COLUMN pl_orblpererr2: Argument of Periastron Lower Unc. [deg]
# COLUMN pl_orblperlim:  Argument of Periastron Limit Flag
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN pl_trueobliqerr1: True Obliquity Upper Unc. [deg]
# COLUMN pl_trueobliqerr2: True Obliquity Lower Unc. [deg]
# COLUMN pl_trueobliqlim: True Obliquity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_denserr1:    Stellar Density Upper Unc. [g/cm**3]
# COLUMN st_denserr2:    Stellar Density Lower Unc. [g/cm**3]
# COLUMN st_denslim:     Stellar Density Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
#
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
K2-126 b,K2-126,1,1,Transit,2017,K2,0,7.38565500,0.00050100,-0.00050900,0,0.065600,0.000400,-0.000400,0,1.970,0.120,-0.120,0,4.54000,,,0,3.260000,,,0,0.060000,0.142277,-0.049906,0,35.30,6.60,-5.90,0,601,13,-13,0,89.400,0.410,-0.490,0,-33.7200,138.7624,-109.2191,0,,,,,,4339.00,92.00,-92.00,0,0.65,0.01,-0.01,0,0.69,0.01,-0.01,0,0.020,0.140,-0.140,0,-0.878,0.035,-0.025,0,4.66,0.01,-0.01,0,,,,,2.90300,1.29000,-1.00000,0,,,,,203.5467021,-13.5769705,102.9530000,0.7770000,-0.7660000,12.7590000,0.0690000,-0.0690000,9.7120000,0.0210000,-0.0210000,12.4013000,0.0003970,-0.0003970
K2-127 b,K2-127,1,1,Transit,2017,K2,0,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,8.370,0.330,-0.330,0,52.90000,,,0,0.496000,,,0,0.120000,0.142231,-0.096252,0,105.60,20.70,-17.80,0,809,15,-15,0,87.220,0.420,-0.470,0,-65.7400,73.7540,-71.5123,0,,,,,,4575.00,74.00,-74.00,0,0.66,0.01,-0.01,0,0.72,0.01,-0.01,0,-0.110,0.060,-0.060,0,-0.254,,,0,4.65,0.01,-0.01,0,,,,,2.21100,0.71600,-0.58800,0,,,,,207.0782895,-11.5889878,709.9990000,20.5260000,-19.4230000,15.0410000,0.0570000,-0.0570000,12.7930000,0.0330000,-0.0330000,14.7871000,0.0005340,-0.0005340
K2-128 b,K2-128,1,1,Transit,2017,K2,0,5.67581900,0.00041100,-0.00041400,0,0.056000,0.002000,-0.002000,0,1.420,0.160,-0.130,0,2.60000,,,0,4.990000,,,0,0.230000,0.220222,-0.193710,0,68.80,11.10,-9.70,0,,,,,87.400,1.080,-0.660,0,62.5500,71.2834,-113.7218,0,,,,,,4469.51,171.97,-145.15,0,0.78,0.08,-0.06,0,0.71,0.07,-0.07,0,-0.260,0.080,-0.080,0,-0.822,0.004,-0.004,0,4.70,0.10,-0.10,0,,,,,3.00478,1.01902,-0.81517,0,,,,,204.4376666,-8.5970858,114.6370000,0.9300000,-0.9150000,12.5800000,0.0800000,-0.0800000,9.8150000,0.0210000,-0.0210000,12.2204000,0.0006720,-0.0006720
K2-129 b,K2-129,1,1,Transit,2017,K2,0,8.23949300,0.00029200,-0.00029100,0,0.057000,0.003000,-0.004000,0,1.040,0.100,-0.090,0,1.12000,,,0,5.470000,,,0,0.130000,0.210105,-0.109504,0,4.50,0.60,-0.50,0,,,,,89.210,0.500,-0.480,0,39.8900,97.2451,-143.1102,0,,,,,,3459.09,89.05,-83.62,0,0.36,0.03,-0.03,0,0.36,0.07,-0.07,0,,,,,-1.828,0.096,-0.123,0,4.87,0.00,0.00,0,,,,,10.66281,0.32445,-0.32445,0,,,,,289.1485491,-25.6463233,27.7957000,0.0746000,-0.0742000,13.6390000,0.0190000,-0.0190000,8.8520000,0.0210000,-0.0210000,12.4624000,0.0008620,-0.0008620
K2-13 b,K2-13,1,1,Transit,2015,K2,0,39.91488000,0.32477000,-0.32477000,0,0.211400,0.006100,-0.006100,0,1.890,0.950,-0.950,0,4.23000,,,0,3.440000,,,0,,,,,22.80,4.10,-4.10,0,511,126,-126,0,,,,,,,,,,,,,G3,5698.00,45.00,-82.00,0,0.78,0.09,-0.05,0,0.80,0.04,-0.04,0,-0.540,0.120,-0.140,0,-0.135,0.009,-0.009,0,4.33,0.07,-0.07,0,,,,,1.72012,0.42039,-0.30900,0,,,,,170.1554763,2.5027534,342.3940000,4.4360000,-4.3260000,12.8820000,0.0460000,-0.0460000,11.1690000,0.0260000,-0.0260000,12.7390000,0.0002940,-0.0002940
K2-130 b,K2-130,1,1,Transit,2017,K2,0,2.49412000,0.00013200,-0.00012800,0,0.032000,0.001000,-0.001000,0,1.250,0.200,-0.140,0,2.10000,,,0,5.910000,,,0,0.170000,0.220344,-0.135968,0,136.40,45.80,-35.80,0,,,,,86.530,1.920,-1.650,0,49.8000,86.0838,-134.1738,0,,,,,,4356.47,196.73,-172.40,0,0.74,0.11,-0.08,0,0.70,0.07,-0.07,0,-0.240,0.080,-0.080,0,-0.799,0.003,-0.003,0,4.62,0.10,-0.10,0,,,,,2.72247,0.90551,-0.77241,0,,,,,290.2705419,-19.6908744,118.0110000,0.5190000,-0.5140000,12.6760000,0.0920000,-0.0920000,9.8580000,0.0230000,-0.0230000,12.3253000,0.0002030,-0.0002030
K2-131 b,K2-131,1,1,Transit,2017,K2,0,0.36931100,0.00003000,-0.00003000,0,0.009500,0.000000,0.000000,0,1.500,0.070,-0.060,0,6.30000,1.40000,-1.40000,0,7.700000,2.700000,-2.600000,0,0.000000,,,0,3842.25,,,0,2062,23,-23,0,89.700,7.000,-6.000,0,,,,,,,,,,5200.00,100.00,-100.00,0,0.81,0.03,-0.03,0,0.84,0.01,-0.01,0,-0.020,0.080,-0.080,0,-0.479,0.004,-0.004,0,4.60,0.10,-0.10,0,,,,,2.71000,0.14000,-0.19000,0,9.37,1.85,-1.85,0,182.7514040,-9.7652392,152.5090000,1.0790000,-1.0630000,12.1290000,0.0920000,-0.0920000,10.0510000,0.0260000,-0.0260000,11.8999000,0.0006020,-0.0006020
K2-132 b,K2-132,1,1,Transit,2017,K2,0,9.17510000,0.00230000,-0.00270000,0,0.091600,0.000600,-0.000600,0,14.572,0.785,-0.785,0,155.73670,19.06980,-19.06980,0,0.277000,,,0,0.290000,0.049000,-0.049000,0,293.37,,,0,1586,10,-10,0,77.460,0.470,-0.510,0,82.6000,4.0000,-4.2000,0,,,,,,4840.00,90.00,-90.00,0,3.85,0.13,-0.13,0,1.08,0.08,-0.08,0,-0.010,0.080,-0.080,0,0.943,0.009,-0.010,0,3.30,0.01,-0.01,0,8.500,4.500,-2.800,0,0.02640,0.00080,-0.00080,0,,,,,182.1662666,-8.7472172,609.8180000,17.9420000,-16.9620000,12.0710000,0.0690000,-0.0690000,9.5400000,0.0230000,-0.0230000,11.6400000,0.0005720,-0.0005720
K2-133 b,K2-133,1,4,Transit,2017,K2,0,3.07133000,0.00011000,-0.00011000,0,0.031940,0.000250,-0.000260,0,1.340,0.077,-0.076,0,2.36000,,,0,5.390000,,,0,,,,,,,,,,,,,87.600,0.180,-0.150,0,,,,,,,,,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,-1.479,0.017,-0.017,0,4.77,0.01,-0.01,0,,,,,6.63020,0.29498,-0.29498,0,,,,,70.1493775,25.0098135,75.1703000,0.2012000,-0.2012000,14.0730000,0.0140000,-0.0140000,10.2790000,0.0180000,-0.0180000,13.3245000,0.0003110,-0.0003110
K2-133 c,K2-133,1,4,Transit,2017,K2,0,4.86784000,0.00012000,-0.00012000,0,0.043410,0.000340,-0.000350,0,1.603,0.090,-0.088,0,3.20000,,,0,4.270000,,,0,,,,,,,,,,,,,88.210,0.110,-0.080,0,,,,,,,,,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,-1.479,0.017,-0.017,0,4.77,0.01,-0.01,0,,,,,6.63020,0.29498,-0.29498,0,,,,,70.1493775,25.0098135,75.1703000,0.2012000,-0.2012000,14.0730000,0.0140000,-0.0140000,10.2790000,0.0180000,-0.0180000,13.3245000,0.0003110,-0.0003110
K2-133 d,K2-133,1,4,Transit,2017,K2,0,11.02454000,0.00036000,-0.00035000,0,0.074870,0.000590,-0.000600,0,2.003,0.107,-0.107,0,4.67000,,,0,3.190000,,,0,,,,,,,,,,,,,89.400,0.100,-0.080,0,,,,,,,,,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,-1.479,0.017,-0.017,0,4.77,0.01,-0.01,0,,,,,6.63020,0.29498,-0.29498,0,,,,,70.1493775,25.0098135,75.1703000,0.2012000,-0.2012000,14.0730000,0.0140000,-0.0140000,10.2790000,0.0180000,-0.0180000,13.3245000,0.0003110,-0.0003110
K2-133 e,K2-133,1,4,Transit,2019,K2,0,26.58410000,0.00180000,-0.00170000,0,0.134600,0.001100,-0.001100,0,1.730,0.140,-0.130,0,3.64000,,,0,3.860000,,,0,,,,,1.80,0.25,-0.23,0,296,10,-10,0,89.164,0.012,-0.010,0,,,,,,,,,M1.5 V,3655.00,80.00,-80.00,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0,,,,,-1.479,0.017,-0.017,0,4.77,0.01,-0.01,0,,,,,6.63020,0.29498,-0.29498,0,,,,,70.1493775,25.0098135,75.1703000,0.2012000,-0.2012000,14.0730000,0.0140000,-0.0140000,10.2790000,0.0180000,-0.0180000,13.3245000,0.0003110,-0.0003110
K2-136 b,K2-136,2,3,Transit,2017,K2,0,7.97529200,0.00083300,-0.00077000,0,,,,,0.990,0.060,-0.040,0,0.93700,,,0,5.310000,,,0,0.100000,0.190000,-0.070000,0,,,,,553,17,-27,0,89.300,0.500,-0.700,0,12.0000,145.0000,-70.0000,0,,,,,K5.5,4499.00,50.00,-50.00,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,0.150,0.030,-0.030,0,-0.788,0.041,-0.045,0,4.66,0.02,-0.02,0,0.688,0.063,-0.063,0,3.52000,0.18000,-0.17000,0,15.00,1.00,-1.00,0,67.4128615,22.8825674,59.2474000,0.1877000,-0.1865000,11.1010000,0.0570000,-0.0570000,8.3680000,0.0190000,-0.0190000,10.8545000,0.0005350,-0.0005350
K2-136 c,K2-136,2,3,Transit,2017,K2,0,17.30713700,0.00025200,-0.00028400,0,0.117280,0.000480,-0.000480,0,2.910,0.110,-0.100,0,8.80000,,,0,1.960000,,,0,0.130000,0.270000,-0.110000,0,11.90,3.70,-3.20,0,425,10,-33,0,89.600,0.300,-0.300,0,24.0000,141.0000,-74.0000,0,,,,,K5.5,4499.00,50.00,-50.00,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,0.150,0.030,-0.030,0,-0.788,0.041,-0.045,0,4.66,0.02,-0.02,0,0.688,0.063,-0.063,0,3.52000,0.18000,-0.17000,0,15.00,1.00,-1.00,0,67.4128615,22.8825674,59.2474000,0.1877000,-0.1865000,11.1010000,0.0570000,-0.0570000,8.3680000,0.0190000,-0.0190000,10.8545000,0.0005350,-0.0005350
K2-136 d,K2-136,2,3,Transit,2017,K2,0,25.57506500,0.00241800,-0.00235700,0,,,,,1.450,0.110,-0.080,0,2.70000,,,0,4.870000,,,0,0.140000,0.130000,-0.090000,0,,,,,373,18,-17,0,89.400,0.400,-0.200,0,2.0000,91.0000,-148.0000,0,,,,,K5.5,4499.00,50.00,-50.00,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0,0.150,0.030,-0.030,0,-0.788,0.041,-0.045,0,4.66,0.02,-0.02,0,0.688,0.063,-0.063,0,3.52000,0.18000,-0.17000,0,15.00,1.00,-1.00,0,67.4128615,22.8825674,59.2474000,0.1877000,-0.1865000,11.1010000,0.0570000,-0.0570000,8.3680000,0.0190000,-0.0190000,10.8545000,0.0005350,-0.0005350
K2-137 b,K2-137,1,1,Transit,2017,K2,0,0.17971900,0.00002800,-0.00002800,0,0.005800,0.000600,-0.000600,0,0.640,0.100,-0.100,0,158.91500,,,1,,,,,0.000000,,,0,,,,,1471,47,-47,0,93.100,10.000,-20.000,0,,,,,,,,,M3 V,3697.00,109.00,-109.00,0,0.29,0.06,-0.06,0,0.46,0.05,-0.05,0,-0.059,0.180,-0.180,0,-1.484,0.006,-0.006,0,5.00,0.06,-0.06,0,,,,,13.00000,2.00000,-2.00000,0,,,,,186.8704260,-6.1952168,98.8765000,0.6176000,-0.6101000,15.9400000,0.2000000,-0.2000000,10.8820000,0.0230000,-0.0230000,14.4345000,0.0006180,-0.0006180
K2-138 b,K2-138,1,6,Transit,2017,K2,0,2.35309000,0.00022000,-0.00022000,0,0.033850,0.000230,-0.000290,0,1.510,0.110,-0.084,0,3.10000,1.05000,-1.05000,0,4.900000,2.000000,-1.700000,0,0.048000,0.054000,-0.033000,0,486.00,37.00,-35.00,0,1157,78,-74,0,87.200,1.200,-1.000,0,244.0000,32.0000,-97.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-138 c,K2-138,1,6,Transit,2017,K2,0,3.56004000,0.00012000,-0.00011000,0,0.044610,0.000300,-0.000380,0,2.299,0.120,-0.087,0,6.31000,1.13000,-1.23000,0,2.800000,0.700000,-0.600000,0,0.045000,0.051000,-0.032000,0,279.00,21.00,-20.00,0,1012,65,-61,0,88.100,0.700,-0.700,0,200.0000,60.0000,-27.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-138 d,K2-138,1,6,Transit,2017,K2,0,5.40479000,0.00021000,-0.00021000,0,0.058930,0.000400,-0.000500,0,2.390,0.104,-0.084,0,7.92000,1.39000,-1.35000,0,3.100000,0.700000,-0.600000,0,0.043000,0.041000,-0.030000,0,160.00,12.00,-11.00,0,888,57,-53,0,89.000,0.600,-0.600,0,83.0000,82.0000,-38.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-138 e,K2-138,1,6,Transit,2017,K2,0,8.26146000,0.00021000,-0.00022000,0,0.078200,0.000530,-0.000660,0,3.390,0.156,-0.110,0,12.97000,1.98000,-1.99000,0,1.800000,0.400000,-0.300000,0,0.077000,0.048000,-0.049000,0,91.10,7.00,-6.60,0,757,52,-47,0,88.600,0.300,-0.300,0,180.0000,40.0000,-44.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-138 f,K2-138,1,6,Transit,2017,K2,0,12.75758000,0.00050000,-0.00048000,0,0.104470,0.000700,-0.000880,0,2.904,0.164,-0.111,0,1.63000,2.12000,-1.18000,0,0.400000,0.500000,-0.300000,0,0.062000,0.064000,-0.043000,0,51.00,3.90,-3.70,0,653,45,-42,0,88.800,0.200,-0.200,0,144.0000,117.0000,-80.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-138 g,K2-138,1,6,Transit,2021,K2,0,41.96797000,0.00843000,-0.00725000,0,0.231090,0.001540,-0.001960,0,3.013,0.303,-0.251,0,4.32000,5.26000,-3.03000,0,0.900000,1.100000,-0.600000,0,0.059000,0.063000,-0.040000,0,9.29,2.92,-2.23,0,445,31,-30,0,89.400,0.400,-0.300,0,164.0000,92.0000,-72.0000,0,,,,,G8 V,5356.30,41.80,-13.10,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0,0.140,0.040,-0.040,0,-0.287,0.006,-0.006,0,4.54,0.02,-0.04,0,2.800,3.800,-1.700,0,2.06400,0.13700,-1.41000,0,,,,,348.9490311,-10.8497391,202.5850000,2.0280000,-1.9890000,12.2460000,0.0920000,-0.0920000,10.3050000,0.0210000,-0.0210000,12.0252000,0.0003640,-0.0003640
K2-139 b,K2-139,1,1,Transit,2017,K2,0,28.38061900,0.00055100,-0.00052800,0,0.179600,0.001500,-0.001500,0,9.110,0.170,-0.170,0,123.00021,26.37989,-23.83725,0,0.910000,0.240000,-0.200000,0,0.120000,0.120000,-0.080000,0,,,,,524,8,-8,0,89.557,0.257,-0.198,0,124.0000,175.0000,-79.0000,0,,,,,K0 V,5370.00,68.00,-68.00,0,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0,0.240,0.050,-0.050,0,-0.299,0.004,-0.004,0,4.54,0.02,-0.02,0,1.800,0.300,-0.300,0,2.47700,0.19300,-0.18500,0,17.24,0.12,-0.12,0,289.0667070,-17.9107147,153.8560000,0.9320000,-0.9210000,11.6520000,0.0200000,-0.0200000,9.6600000,0.0230000,-0.0230000,11.4626000,0.0005290,-0.0005290
K2-14 b,K2-14,1,1,Transit,2015,K2,0,8.36802000,0.00019000,-0.00019000,0,0.062700,0.000600,-0.000600,0,4.810,0.420,-0.420,0,20.70000,,,0,1.020000,,,0,0.140000,0.157139,-0.112926,0,8.00,1.90,-1.90,0,488,8,-8,0,88.190,0.210,-0.240,0,-70.7200,111.5455,-68.0084,0,,,,,M0,3789.00,17.00,-16.00,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,-0.370,0.030,-0.040,0,-0.968,0.020,-0.021,0,4.89,0.05,-0.05,0,,,,,3.24180,0.21390,-0.21390,0,,,,,178.0568745,2.5941222,364.0480000,8.0990000,-8.0990000,15.7800000,1.1330000,-1.1330000,12.6110000,0.0310000,-0.0310000,15.5348000,0.0006090,-0.0006090
K2-140 b,K2-140,1,1,Transit,2017,K2,0,6.56918800,0.00003100,-0.00003100,0,0.068000,0.001000,-0.001000,0,13.563,1.009,-1.009,0,295.58042,12.71314,-12.71314,0,0.660000,0.180000,-0.180000,0,0.000000,,,0,204.00,10.00,-10.00,0,962,28,-28,0,88.300,0.100,-0.100,0,90.0000,,,0,,,,,G6 V,5585.00,120.00,-120.00,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0,0.100,0.100,-0.100,0,-0.049,0.023,-0.024,0,4.40,0.20,-0.20,0,9.800,3.400,-4.600,0,1.13300,0.28400,-0.28400,0,14.60,4.10,-4.10,0,188.1373172,-9.6076115,347.9170000,8.2870000,-7.9170000,12.7270000,0.0920000,-0.0920000,10.9950000,0.0210000,-0.0210000,12.4814000,0.0001660,-0.0001660
