# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Oct 26 03:59:46 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2
HD 181433 b,HD 181433,b,1,3,0,0,Radial Velocity,2008,La Silla Observatory,0,9.37430000,0.00190000,-0.00190000,0,0.080000,0.000000,0.000000,0,2.400,,,0,6.35660,0.00000,0.00000,0,2.530000,,,0,0.400000,0.060000,-0.060000,0,,,,,,,,,K3 IV,4918.00,15.00,-15.00,0,0.79,0.01,-0.01,0,0.63,0.07,-0.07,0,4.45,0.04,-0.04,0,6.700,1.800,-1.800,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000,8.4000000,0.0300000,-0.0300000,6.0940000,0.0230000,-0.0230000
HD 181433 c,HD 181433,c,1,3,0,0,Radial Velocity,2008,La Silla Observatory,0,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,14.100,,,0,203.00000,,,0,0.398000,,,0,0.280000,0.020000,-0.020000,0,,,,,,,,,K3 IV,4962.00,134.00,-134.00,0,0.81,0.07,-0.05,0,0.78,,,0,4.37,0.26,-0.26,0,6.700,1.800,-1.800,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000,8.4000000,0.0300000,-0.0300000,6.0940000,0.0230000,-0.0230000
HD 181433 d,HD 181433,d,1,3,0,0,Radial Velocity,2008,La Silla Observatory,0,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,14.200,,,0,171.00000,,,0,0.328000,,,0,0.480000,0.050000,-0.050000,0,,,,,,,,,K3 IV,4962.00,134.00,-134.00,0,0.81,0.07,-0.05,0,0.78,,,0,4.37,0.26,-0.26,0,6.700,1.800,-1.800,0,291.2873731,-66.4677838,26.8762000,0.0225000,-0.0225000,8.4000000,0.0300000,-0.0300000,6.0940000,0.0230000,-0.0230000
HD 181720 b,HD 181720,b,1,1,0,0,Radial Velocity,2009,La Silla Observatory,0,956.00000000,14.00000000,-14.00000000,0,1.850000,0.040000,-0.040000,0,14.000,,,0,127.13200,19.06980,-19.06980,0,0.255000,,,0,0.260000,0.060000,-0.060000,0,,,,,,,,,G1 V,5736.00,37.00,-37.00,0,1.50,0.07,-0.07,0,1.03,0.20,-0.20,0,4.09,0.08,-0.08,0,,,,,290.7212224,-32.9208401,60.2046000,0.2433000,-0.2414000,7.8400000,0.0300000,-0.0300000,6.2940000,0.0340000,-0.0340000
HD 183263 b,HD 183263,b,1,2,0,0,Radial Velocity,2004,W. M. Keck Observatory,0,624.87403922,0.25369905,-0.26179333,0,1.459291,0.060283,-0.064755,0,13.100,,,0,1102.03602,93.27357,-95.38304,0,2.690000,,,0,0.382509,0.006585,-0.006872,0,,,,,,,,,G2 IV,5948.00,27.00,-27.00,0,1.23,0.02,-0.02,0,1.06,0.14,-0.14,0,4.37,0.01,-0.01,0,8.130,,,0,292.1022982,8.3579183,54.1955000,0.1131000,-0.1127000,7.8600000,0.0300000,-0.0300000,6.4220000,0.0180000,-0.0180000
HD 183263 c,HD 183263,c,1,2,0,0,Radial Velocity,2008,W. M. Keck Observatory,0,4667.97840705,18.57225282,-17.90216157,0,5.581571,0.231105,-0.247394,0,12.500,,,0,2959.02909,483.78208,-579.10753,0,8.330000,,,0,0.051364,0.009678,-0.009968,0,,,,,73.718,63.943,-32.077,0,G2 IV,5875.99,101.23,-101.23,0,1.29,0.03,-0.03,0,1.06,0.14,-0.14,0,4.28,0.03,-0.03,0,4.520,0.760,-1.120,0,292.1022982,8.3579183,54.1955000,0.1131000,-0.1127000,7.8600000,0.0300000,-0.0300000,6.4220000,0.0180000,-0.0180000
HD 183579 b,HD 183579,b,1,1,0,0,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,17.47127800,0.00005800,-0.00006000,0,0.133400,0.006200,-0.006100,0,3.550,0.150,-0.120,0,19.70000,4.00000,-3.90000,0,2.390000,0.570000,-0.540000,0,0.280000,,,0,769,17,-13,0,89.330,0.410,-0.400,0,G2 V,5788.00,44.00,-44.00,0,0.99,0.04,-0.03,0,1.03,0.03,-0.03,0,4.50,0.03,-0.03,0,2.600,1.400,-1.200,0,293.2866147,-54.5327284,57.2651000,0.1875000,-0.1864000,8.6700000,0.0300000,-0.0300000,7.1500000,0.0270000,-0.0270000
HD 184010 b,HD 184010,b,1,3,0,0,Radial Velocity,2022,Okayama Astrophysical Observatory,0,286.60000000,2.40000000,-0.70000000,0,0.940000,0.005000,-0.001000,0,12.100,,,0,98.52681,9.53485,-12.71314,0,0.306000,,,0,0.000000,,,0,,,,,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,3.18,0.08,-0.07,0,2.760,2.240,-0.950,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000,5.8863900,0.0230000,-0.0230000,3.9800000,0.3060000,-0.3060000
HD 184010 c,HD 184010,c,1,3,0,0,Radial Velocity,2022,Okayama Astrophysical Observatory,0,484.30000000,5.50000000,-3.50000000,0,1.334000,0.013000,-0.005000,0,11.800,,,0,95.34852,9.53485,-19.06970,0,0.319000,,,0,0.000000,,,0,,,,,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,3.18,0.08,-0.07,0,2.760,2.240,-0.950,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000,5.8863900,0.0230000,-0.0230000,3.9800000,0.3060000,-0.3060000
HD 184010 d,HD 184010,d,1,3,0,0,Radial Velocity,2022,Okayama Astrophysical Observatory,0,836.40000000,8.40000000,-8.40000000,0,1.920000,0.012000,-0.012000,0,14.300,,,0,143.02278,12.71314,-19.06970,0,0.269000,,,0,0.000000,,,0,,,,,,,,,K0 III-IV,4971.00,,,0,4.86,0.55,-0.49,0,1.35,0.19,-0.21,0,3.18,0.08,-0.07,0,2.760,2.240,-0.950,0,292.8401421,26.6172796,60.7993000,0.2548000,-0.2548000,5.8863900,0.0230000,-0.0230000,3.9800000,0.3060000,-0.3060000
HD 185269 b,HD 185269,b,3,1,0,0,Radial Velocity,2006,Lick Observatory,0,6.83776000,0.00027000,-0.00027000,0,0.077000,0.003400,-0.003400,0,13.800,,,0,321.00830,4.44962,-4.44962,0,0.671000,,,0,0.229000,0.014000,-0.014000,0,,,,,,,,,G0 IV,5923.00,,,0,2.00,,,0,1.30,,,0,3.92,,,0,4.000,1.000,-1.000,0,294.2987668,28.4995140,51.9917000,0.0843000,-0.0840000,6.6797300,0.0230000,-0.0230000,5.2600000,0.0180000,-0.0180000
HD 187085 b,HD 187085,b,1,1,0,0,Radial Velocity,2006,Anglo-Australian Telescope,0,1019.74000000,21.29000000,-22.58000000,0,2.100000,0.032000,-0.032000,0,13.900,,,0,265.70588,3.49613,-3.49613,0,0.544000,,,0,0.251000,0.221000,-0.191000,0,,,,,,,,,G0 V,6117.00,27.00,-27.00,0,1.27,0.07,-0.07,0,1.19,0.02,-0.02,0,4.28,0.04,-0.04,0,2.747,0.838,-0.838,0,297.3915731,-37.7809929,45.8993000,0.0938000,-0.0935000,7.2200000,0.0300000,-0.0300000,5.8760000,0.0240000,-0.0240000
HD 187123 b,HD 187123,b,1,2,0,0,Radial Velocity,1998,W. M. Keck Observatory,0,3.09658280,0.00000780,-0.00000780,0,0.042600,0.002500,-0.002500,0,14.200,,,0,166.21800,13.66600,-13.66600,0,0.319000,,,0,0.010300,0.005900,-0.005900,0,,,,,,,,,G3 V,5790.00,157.71,-115.06,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0,4.33,0.08,-0.09,0,7.400,1.240,-1.160,0,296.7428786,34.4189900,45.9548000,0.0716000,-0.0714000,7.8300000,0.0300000,-0.0300000,6.3370000,0.0160000,-0.0160000
HD 187123 c,HD 187123,c,1,2,0,0,Radial Velocity,2008,W. M. Keck Observatory,0,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,13.400,,,0,632.46000,79.45000,-79.45000,0,1.440000,,,0,0.252000,0.033000,-0.033000,0,,,,,,,,,G3 V,5790.00,157.71,-115.06,0,1.15,0.06,-0.06,0,1.04,0.11,-0.16,0,4.33,0.08,-0.09,0,7.400,1.240,-1.160,0,296.7428786,34.4189900,45.9548000,0.0716000,-0.0714000,7.8300000,0.0300000,-0.0300000,6.3370000,0.0160000,-0.0160000
HD 18742 b,HD 18742,b,1,1,0,0,Radial Velocity,2011,W. M. Keck Observatory,0,766.00000000,25.00000000,-25.00000000,0,1.820000,0.140000,-0.140000,0,13.100,,,0,1080.62200,381.39600,-381.39600,0,2.640000,,,0,0.040000,0.035000,-0.035000,0,,,,,,,,,G8/K0 IV,4940.00,,,0,5.13,,,0,1.36,,,0,3.09,,,0,2.300,0.500,-0.500,0,45.0443115,-20.8027024,162.6850000,3.0755000,-3.0755000,7.8100000,0.0300000,-0.0300000,5.5540000,0.0240000,-0.0240000
HD 188015 b,HD 188015,b,2,1,0,0,Radial Velocity,2004,W. M. Keck Observatory,0,461.20000000,1.70000000,-1.70000000,0,1.203000,0.070000,-0.070000,0,13.600,,,0,476.72000,41.32000,-41.32000,0,1.040000,,,0,0.137000,0.026000,-0.026000,0,,,,,,,,,G5 IV,5746.00,,,0,1.13,0.03,-0.03,0,1.09,,,0,4.45,,,0,6.610,,,0,298.0191857,28.0999769,50.6706000,0.1095000,-0.1089000,8.2400000,0.0300000,-0.0300000,6.6320000,0.0180000,-0.0180000
HD 188641 b,HD 188641,b,1,1,0,0,Radial Velocity,2022,Multiple Observatories,0,14583.81038324,3328.20987642,-2616.26788494,0,11.958319,1.965376,-1.498347,0,11.900,,,0,9262.62856,1972.48491,-1109.35798,0,30.200000,,,0,0.034325,0.058858,-0.087998,0,,,,,49.245,4.350,-4.827,0,,5897.32,85.35,-116.19,0,1.94,0.07,-0.08,0,1.07,0.13,-0.13,0,3.89,0.06,-0.08,0,,,,,299.4048303,-37.7448845,64.3399000,0.1793000,-0.1784000,7.3400000,0.0300000,-0.0300000,5.8000000,0.0230000,-0.0230000
HD 189567 b,HD 189567,b,1,2,0,0,Radial Velocity,2021,La Silla Observatory,0,14.28800000,0.00200000,-0.00200000,0,0.111000,0.002000,-0.002000,0,2.850,,,0,8.50000,0.60000,-0.60000,0,2.020000,,,0,0.189000,,,1,,,,,,,,,G3 V,5726.00,15.00,-15.00,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0,4.41,0.01,-0.01,0,11.000,0.500,-0.500,0,301.3959616,-67.3237992,17.9055000,0.0124000,-0.0123000,6.0740000,0.0010000,-0.0010000,4.5110000,0.0260000,-0.0260000
HD 189567 c,HD 189567,c,1,2,0,0,Radial Velocity,2021,La Silla Observatory,0,33.68800000,0.02500000,-0.02500000,0,0.197000,0.003000,-0.003000,0,2.540,,,0,7.00000,0.90000,-0.90000,0,2.350000,,,0,0.160000,0.090000,-0.090000,0,,,,,,,,,G3 V,5726.00,15.00,-15.00,0,1.04,0.03,-0.03,0,0.83,0.01,-0.01,0,4.41,0.01,-0.01,0,11.000,0.500,-0.500,0,301.3959616,-67.3237992,17.9055000,0.0124000,-0.0123000,6.0740000,0.0010000,-0.0010000,4.5110000,0.0260000,-0.0260000
HD 189733 b,HD 189733,b,2,1,0,0,Radial Velocity,2005,Haute-Provence Observatory,0,2.21857567,0.00000015,-0.00000015,0,0.031260,0.000360,-0.000360,0,12.666,0.112,-0.112,0,359.14790,25.42640,-25.42640,0,0.943000,0.024000,-0.024000,0,0.000000,,,0,1209,11,-11,0,85.710,0.000,0.000,0,K2 V,5052.00,16.00,-16.00,0,0.75,0.01,-0.01,0,0.79,0.08,-0.08,0,4.49,0.05,-0.05,0,1.400,4.900,-1.900,0,300.1821223,22.7097759,19.7638000,0.0128000,-0.0127000,7.6700000,0.0300000,-0.0300000,5.5410000,0.0210000,-0.0210000
HD 190007 b,HD 190007,b,1,1,0,0,Radial Velocity,2020,Multiple Observatories,0,11.72000000,0.00100000,-0.00100000,0,0.092000,0.000800,-0.000800,0,4.210,,,0,16.46000,1.66000,-1.66000,0,1.210000,,,0,0.140000,0.070000,-0.070000,0,,,,,,,,,K3/4V,4610.00,20.00,-20.00,0,0.79,0.04,-0.04,0,0.77,0.02,-0.02,0,4.58,0.02,-0.02,0,1.000,,,-1,300.6956339,3.3266992,12.7141000,0.0101000,-0.0100000,7.4600000,0.0300000,-0.0300000,4.7960000,0.0170000,-0.0170000
HD 190228 b,HD 190228,b,1,1,0,0,Radial Velocity,2022,Multiple Observatories,0,1143.59857585,1.76742121,-1.70679543,0,2.405224,0.045551,-0.046798,0,12.800,,,0,1726.82637,250.18077,-129.05693,0,4.520000,,,0,0.559130,0.010326,-0.010166,0,,,,,94.987,26.248,-31.419,0,,5238.00,25.00,-25.00,0,2.59,,,0,1.42,0.08,-0.08,0,,,,,,,,,300.7537294,28.3065564,62.7146000,0.1210500,-0.1210500,7.3000000,0.0300000,-0.0300000,5.3520000,0.0160000,-0.0160000
HD 190360 b,HD 190360,b,2,2,0,0,Radial Velocity,2003,Haute-Provence Observatory,0,2854.00000000,13.00000000,-13.00000000,0,3.900000,0.200000,-0.200000,0,13.400,,,0,572.09113,63.56568,-63.56568,0,1.310000,,,0,0.340000,0.018000,-0.018000,0,150,26,-27,0,80.200,23.200,-23.200,0,G V,5552.00,11.00,-11.00,0,1.14,0.02,-0.02,0,1.00,0.10,-0.10,0,4.30,0.03,-0.03,0,8.500,,,0,300.9092476,29.8945410,16.0069000,0.0159000,-0.0159000,5.7380000,0.0220000,-0.0220000,4.0760000,0.0270000,-0.0270000
HD 190360 c,HD 190360,c,2,2,0,0,Radial Velocity,2005,W. M. Keck Observatory,0,17.11100000,0.00480000,-0.00480000,0,0.130400,0.007500,-0.007500,0,4.590,,,0,19.06900,2.41540,-2.41540,0,1.080000,,,0,0.237000,0.082000,-0.082000,0,,,,,,,,,G6 IV,5549.00,100.43,-123.01,0,1.17,0.07,-0.03,0,0.98,0.15,-0.09,0,4.29,0.08,-0.07,0,8.500,,,0,300.9092476,29.8945410,16.0069000,0.0159000,-0.0159000,5.7380000,0.0220000,-0.0220000,4.0760000,0.0270000,-0.0270000
HD 190647 b,HD 190647,b,1,1,0,0,Radial Velocity,2007,La Silla Observatory,0,1176.45000000,3.10000000,-2.83000000,0,2.231000,0.019000,-0.019000,0,13.400,,,0,630.89255,10.48839,-10.48839,0,1.440000,,,0,0.224000,0.014000,-0.014000,0,,,,,,,,,G5 V,5656.00,60.00,-60.00,0,1.38,0.09,-0.09,0,1.07,0.03,-0.03,0,4.16,0.05,-0.05,0,7.957,1.096,-1.096,0,301.8318167,-35.5395236,54.4738000,0.1482000,-0.1475000,7.7800000,0.0300000,-0.0300000,6.1610000,0.0380000,-0.0380000
HD 190984 b,HD 190984,b,1,1,0,0,Radial Velocity,2009,La Silla Observatory,0,4885.00000000,1600.00000000,-1600.00000000,0,5.500000,,,0,13.100,,,0,985.20000,,,0,2.410000,,,0,0.570000,0.100000,-0.100000,0,,,,,,,,,F8 V,5988.00,25.00,-25.00,0,1.53,,,0,0.91,,,0,4.02,0.22,-0.22,0,,,,,302.8779827,-64.6202728,148.1870000,0.9890000,-0.9760000,8.7600000,0.0300000,-0.0300000,7.3190000,0.0160000,-0.0160000
HD 191806 b,HD 191806,b,1,1,0,0,Radial Velocity,2016,Haute-Provence Observatory,0,1603.38923493,9.94172481,-11.31279188,0,2.746858,0.108136,-0.115336,0,12.500,,,0,2968.87379,289.93339,-272.92688,0,8.350000,,,0,0.213427,0.028583,-0.028211,0,,,,,66.519,5.830,-4.851,0,K0,6010.00,30.00,-30.00,0,1.40,0.02,-0.02,0,1.07,0.13,-0.13,0,4.45,0.03,-0.03,0,2.900,0.400,-0.400,0,302.3687580,52.2767265,65.6668000,0.1125000,-0.1120000,8.0900000,0.0300000,-0.0300000,6.6390000,0.0160000,-0.0160000
HD 191939 b,HD 191939,b,1,5,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.88029000,0.00002000,-0.00002000,0,0.078000,0.001000,-0.001000,0,3.390,0.070,-0.070,0,10.40000,0.90000,-0.90000,0,1.500000,0.200000,-0.200000,0,0.000000,,,0,893,36,-36,0,88.060,0.080,-0.080,0,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,4.30,0.10,-0.10,0,8.700,,,-1,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000
HD 191939 c,HD 191939,c,1,5,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,28.58050000,0.00020000,-0.00020000,0,0.170000,0.002000,-0.002000,0,3.080,0.070,-0.070,0,7.20000,1.40000,-1.40000,0,1.400000,0.300000,-0.300000,0,0.000000,,,0,605,24,-24,0,89.090,0.030,-0.030,0,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,4.30,0.10,-0.10,0,8.700,,,-1,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000
HD 191939 d,HD 191939,d,1,5,0,0,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,38.35250000,0.00030000,-0.00030000,0,0.207000,0.003000,-0.003000,0,3.040,0.070,-0.070,0,5.80000,,,1,0.500000,0.300000,-0.300000,0,0.000000,,,0,549,22,-22,0,89.430,0.040,-0.040,0,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,4.30,0.10,-0.10,0,8.700,,,-1,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000
HD 191939 e,HD 191939,e,1,5,0,0,Radial Velocity,2022,W. M. Keck Observatory,0,101.50000000,0.40000000,-0.40000000,0,0.397000,0.005000,-0.005000,0,12.700,,,0,108.00000,3.00000,-3.00000,0,0.290000,,,0,0.000000,,,0,397,16,-16,0,88.700,0.700,-0.700,0,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,4.30,0.10,-0.10,0,8.700,,,-1,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000
HD 191939 f,HD 191939,f,1,5,0,0,Radial Velocity,2022,W. M. Keck Observatory,0,4450.00000000,2750.00000000,-2750.00000000,0,4.800000,2.200000,-2.200000,0,12.700,,,0,2065.00000,1435.00000,-1435.00000,0,5.540000,,,0,0.000000,,,0,,,,,,,,,G9 V,5348.00,100.00,-100.00,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,4.30,0.10,-0.10,0,8.700,,,-1,302.0256247,66.8503014,53.6089000,0.0733000,-0.0731000,8.9700000,0.0300000,-0.0300000,7.1800000,0.0210000,-0.0210000
HD 192263 b,HD 192263,b,1,1,0,0,Radial Velocity,1999,La Silla Observatory,0,24.35560000,0.00460000,-0.00460000,0,0.150000,0.000000,0.000000,0,14.200,,,0,177.98480,15.89150,-15.89150,0,0.342000,,,0,0.050000,0.040000,-0.040000,0,486,,,0,,,,,K2 V,4976.00,18.00,-18.00,0,0.74,0.01,-0.01,0,0.66,0.08,-0.08,0,4.51,0.05,-0.05,0,2.090,2.540,-2.540,0,303.4990864,-0.8657574,19.6359000,0.0218000,-0.0217000,7.7900000,0.0300000,-0.0300000,5.5370000,0.0230000,-0.0230000
HD 192310 b,HD 192310,b,1,2,0,0,Radial Velocity,2011,La Silla Observatory,0,74.72000000,0.10000000,-0.10000000,0,0.320000,0.005000,-0.005000,0,4.270,,,0,16.90000,0.90000,-0.90000,0,1.190000,,,0,0.130000,0.040000,-0.040000,0,355,,,0,90.000,,,0,K3V,5166.00,49.00,-49.00,0,0.86,0.02,-0.02,0,0.80,,,0,4.51,0.09,-0.09,0,7.810,0.900,-0.900,0,303.8284712,-27.0337556,8.7968700,0.0092500,-0.0092400,5.7300000,0.0300000,-0.0300000,3.5010000,0.2320000,-0.2320000
HD 192310 c,HD 192310,c,1,2,0,0,Radial Velocity,2011,La Silla Observatory,0,525.80000000,9.20000000,-9.20000000,0,1.180000,0.025000,-0.025000,0,5.250,,,0,24.00000,5.00000,-5.00000,0,0.911000,,,0,0.320000,0.110000,-0.110000,0,185,,,0,90.000,,,0,K3V,5166.00,49.00,-49.00,0,0.81,0.02,-0.01,0,0.80,,,0,4.51,0.09,-0.09,0,7.810,0.900,-0.900,0,303.8284712,-27.0337556,8.7968700,0.0092500,-0.0092400,5.7300000,0.0300000,-0.0300000,3.5010000,0.2320000,-0.2320000
HD 192699 b,HD 192699,b,1,1,0,0,Radial Velocity,2007,Lick Observatory,0,340.94000000,0.92000000,-0.92000000,0,1.063000,0.049000,-0.049000,0,13.400,,,0,666.17168,29.55819,-29.55819,0,1.520000,,,0,0.082000,0.041000,-0.041000,0,,,,,,,,,G8 IV,5041.00,,,0,4.41,,,0,1.38,,,0,3.25,,,0,1.800,1.000,-1.000,0,304.0248392,4.5805708,71.8627000,0.2667000,-0.2667000,6.4559100,0.0230000,-0.0230000,4.3660000,0.0260000,-0.0260000
HD 194490 b,HD 194490,b,1,1,0,0,Radial Velocity,2022,Multiple Observatories,0,13092.18347776,3494.64637262,-2509.99733862,0,11.043187,2.079563,-1.437802,0,12.400,,,0,3580.02270,542.62637,-440.52518,0,10.300000,,,0,0.251363,0.104948,-0.093792,0,,,,,57.990,7.922,-8.652,0,,5861.32,115.94,-108.86,0,1.15,0.05,-0.05,0,1.06,0.13,-0.13,0,4.34,0.07,-0.07,0,,,,,306.9980087,-51.6644646,80.2349000,0.2496000,-0.2480000,8.9900000,0.0300000,-0.0300000,7.5330000,0.0330000,-0.0330000
